0.29703,0.36148,0.2622,0.30073,0.21498,0.31553,NaN
0.10882,0.038329,0.029907,0.028288,0.023213,0.026544,NaN
0.13064,0.13365,0.11965,0.10004,0.067592,0.02034,0.044058
0.08913,0.61475,0.46314,0.37969,0.33263,0.32963,0.0057464
0.16674,0.02083,0.017596,0.02088,0.0094223,0.012775,NaN
0.2062,0.13704,0.016254,0.018537,0.0042211,0.0098235,NaN
0.17379,0.66037,0.73721,0.97393,0.9622,0.95772,0.98797
0.10412,0.61464,0.73916,0.9809,0.98862,0.98193,0.99031
0.30385,0.49333,0.14764,0.24247,0.13863,0.2008,0.25414
0.23344,0.61578,0.39346,0.5381,0.3227,0.30343,0.11291
0.25548,0.54388,0.30579,0.23371,0.27762,0.10598,0.13992
0.47088,0.27737,0.11781,0.024346,0.043943,0.016353,NaN
0.4572,0.3973,0.33717,0.31191,0.394,0.39226,NaN
0.35451,0.72685,0.72235,0.45541,0.33177,0.31039,NaN
0.52364,0.42554,0.35284,0.17448,0.15687,0.08543,NaN
0.4634,0.86903,0.52876,0.58962,0.42609,0.34471,NaN
0.32481,0.50282,0.39169,0.54705,0.33713,0.32589,0.30259
0.47851,0.81336,0.47524,0.4618,0.33441,0.5014,0.24435
0.69785,0.98914,0.82663,0.94028,0.68321,0.71966,0.81069
0.56785,0.99604,0.80736,0.82382,0.66564,0.81333,0.48547
0.28458,0.68745,0.76241,0.33108,0.54444,0.3672,0.10049
0.53989,0.68837,0.77086,0.80516,0.87755,0.89109,NaN
0.5863,0.98262,0.98129,0.98727,0.99012,0.99022,NaN
0.5873,0.54654,0.61002,0.65644,0.71916,0.78088,NaN
0.58327,0.62874,0.64328,0.70136,0.68139,0.72332,NaN
0.82436,0.93933,0.93472,0.98617,0.95869,0.9892,0.99464
0.5548,0.73961,0.86706,0.91655,0.90432,0.96336,NaN
0.73157,0.90274,0.95014,0.99067,0.98743,0.99828,NaN
0.5983,0.95195,0.96893,0.99423,0.99282,0.99798,NaN
0.71274,0.99307,0.96466,0.99675,0.99526,0.99768,0.99525
0.50297,0.89849,0.87742,0.90799,0.92532,0.81058,NaN
0.44975,0.347,0.23674,0.23104,0.24213,0.12423,NaN
0.39825,0.52386,0.3886,0.57286,0.41721,0.29457,NaN
0.69,0.88647,0.83174,0.9968,0.99537,0.99931,0.99809
0.31262,0.41374,0.41083,0.55465,0.48904,0.40432,NaN
0.49958,0.64973,0.70998,0.9734,0.94211,0.98622,NaN
0.50994,0.5549,0.80671,0.97908,0.97112,0.99419,NaN
0.41413,0.75526,0.81825,0.8662,0.87421,0.743,NaN
0.47992,0.016893,0.012384,0.0072031,0.0042634,0.0021596,NaN
0.60158,0.12708,0.090703,0.092234,0.08142,0.027923,NaN
0.53949,0.1855,0.42122,0.94044,0.97853,0.99627,0.9995
0.43239,0.3163,0.4941,0.71883,0.73347,0.8699,0.9752
0.66149,0.24395,0.33682,0.49303,0.5316,0.73965,NaN
0.61085,0.027448,0.099755,0.56485,0.92499,0.97977,NaN
0.57236,0.6008,0.70697,0.91548,0.87429,0.86193,0.65148
0.63996,0.55254,0.6061,0.62026,0.55189,0.55648,NaN
0.70875,0.93831,0.90775,0.98395,0.94648,0.98406,0.99845
0.4894,0.71577,0.62355,0.66738,0.70294,0.66355,NaN
0.74846,0.90156,0.90972,0.98821,0.976,0.99265,NaN
0.5095,0.7441,0.94011,0.98902,0.98916,0.99815,NaN
0.69371,0.99244,0.9647,0.98519,0.97651,0.97798,0.96403
0.60772,0.65218,0.90823,0.98399,0.94582,0.96814,NaN
0.30883,0.55121,0.85,0.94112,0.93418,0.94877,NaN
0.76428,0.95686,0.86888,0.98761,0.9505,0.99064,0.99713
0.54986,0.5124,0.95581,0.99103,0.98478,0.9958,NaN
0.58441,0.8584,0.96046,0.95135,0.97367,0.9943,0.98279
0.48551,0.43431,0.039889,0.0025373,0.0010744,0.00016805,5.6593e-05
0.62034,0.72372,0.51183,0.22338,0.099888,0.023463,0.037087
0.59121,0.77271,0.49694,0.45787,0.16819,0.127,0.3516
0.39668,0.6035,0.53744,0.013306,0.048502,0.0081503,0
0.69428,0.41584,0.83115,0.85725,0.77756,0.80124,NaN
0.71229,0.97367,0.85592,0.94661,0.81497,0.65191,0.72554
0.59797,0.59996,0.71536,0.36847,0.57026,0.87359,0.62199
0.4527,0.35535,0.59831,0.7106,0.80189,0.78855,NaN
0.23743,0.074976,0.41866,0.057086,0.5292,0.56454,0.33031
0.39355,0.017676,0.3761,0.003566,0.29406,0.28511,0.003221
